CODIGO,DESCRIPCION,CANTIDAD,UBICACION,CATALOGO,PROVEEDOR,TIPO,ENTREGADO A:,REGRESO FECHA:,WEB SITE,IMAGEN,ID
11007 386,11007 386 JONI RE,3,C01N07P02,JONI RE,ZIMMER+ROHDE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/joni-re-11007-386,https://www.zimmer-rohde.com/fileadmin/_processed_/4/8/csm_11007386_543c5211ec.jpg,MUESTRA-116
11024 663,11024 663 DAVE,3,C01N07P02,DAVE,ZIMMER+ROHDE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/dave-11024-663,https://www.zimmer-rohde.com/fileadmin/_processed_/f/9/csm_11024663_8d72113e15.jpg,MUESTRA-117
11014 812,11014 812 CAROLE ,3,C01N07P03,CAROLE ,ZIMMER+ROHDE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/carole-11014-812,https://www.zimmer-rohde.com/fileadmin/_processed_/7/a/csm_11014812_0157773f58.jpg,MUESTRA-118
11015 980,11015 980 JOAN,3,C01N07P03,JOAN,ZIMMER+ROHDE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/joan-11015-980,https://www.zimmer-rohde.com/fileadmin/_processed_/e/b/csm_11015980_9315ddc0a4.jpg,MUESTRA-119
11016 990,11016 990 ANNIE RE,3,C01N07P03,ANNIE RE,ZIMMER+ROHDE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/annie-re-11016-990,https://www.zimmer-rohde.com/fileadmin/_processed_/3/6/csm_11016990_807f30ddf6.jpg,MUESTRA-120
11017 992,11017 992 CURTIS RE,3,C01N07P03,CURTIS RE,ZIMMER+ROHDE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/curtis-re-11017-992,https://www.zimmer-rohde.com/fileadmin/_processed_/f/e/csm_11017992_15e8734077.jpg,MUESTRA-121
11018 493,11018 493 DEBBIE,3,C01N07P03,DEBBIE,ZIMMER+ROHDE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/debbie-11018-493,https://www.zimmer-rohde.com/fileadmin/_processed_/0/e/csm_11018493_1727a3987f.jpg,MUESTRA-122
11019 893,11019 893 JAMIE FR,3,C01N07P03,JAMIE FR,ZIMMER+ROHDE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/jamie-fr-11019-893,https://www.zimmer-rohde.com/fileadmin/_processed_/f/e/csm_11019893_e5e5df93b4.jpg,MUESTRA-123
11021 882,11021 882 BARRY FR,3,C01N07P04,BARRY FR,ZIMMER+ROHDE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/barry-fr-11021-882,https://www.zimmer-rohde.com/fileadmin/_processed_/a/5/csm_11021882_e5b221c8f8.jpg,MUESTRA-124
11022 396,11022 396 INFINITY CRUSH ,3,C01N07P04,INFINITY CRUSH ,ZIMMER+ROHDE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/infinity-crush-11022-396,https://www.zimmer-rohde.com/fileadmin/_processed_/f/b/csm_11022396_f370eb2e95.jpg,MUESTRA-125
11023 483,11023 483 NICO,3,C01N07P04,NICO,ZIMMER+ROHDE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/nico-11023-483,https://www.zimmer-rohde.com/fileadmin/_processed_/1/c/csm_11023483_f583751ce3.jpg,MUESTRA-126
11025 893,11025 893 BRIAN,3,C01N07P04,BRIAN,ZIMMER+ROHDE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/brian-11025-893,https://www.zimmer-rohde.com/fileadmin/_processed_/7/c/csm_11025893_1c4ad8a69c.jpg,MUESTRA-127
11024 980,11024 980 DAVE,2,C01N07P04,DAVE,ZIMMER+ROHDE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/dave-11024-980,https://www.zimmer-rohde.com/fileadmin/_processed_/7/2/csm_11024980_e205e52cf9.jpg,MUESTRA-128
11022 444,11022 444 INFINITY CRUSH ,1,C01N07P04,INFINITY CRUSH ,ZIMMER+ROHDE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/infinity-crush-11022-444,https://www.zimmer-rohde.com/fileadmin/_processed_/8/6/csm_11022444_6c6ef11ad6.jpg,MUESTRA-129
19627 110,19627 110 ZEPHYR,3,C01N08P01,ZEPHYR,ETAMINE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/zephyr-19627-110,https://www.zimmer-rohde.com/fileadmin/_processed_/e/6/csm_19627110_4309568e60.jpg,MUESTRA-130
19628 183,19628 183 ALIZE,3,C01N08P01,ALIZE,ETAMINE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/alize-19628-183,https://www.zimmer-rohde.com/fileadmin/_processed_/5/d/csm_19628183_9069c41f5d.jpg,MUESTRA-131
19629 110,19629 110 SIROCCO,3,C01N08P01,SIROCCO,ETAMINE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/sirocco-19629-110,https://www.zimmer-rohde.com/fileadmin/_processed_/9/3/csm_19629110_2f94759f78.jpg,MUESTRA-132
19630 333,19630 333 LANA RE,3,C01N08P01,LANA RE,ETAMINE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/lana-re-19630-333,https://www.zimmer-rohde.com/fileadmin/_processed_/d/f/csm_19630333_a4785f89ca.jpg,MUESTRA-133
19631 435,19631 435 LINO  RE,3,C01N08P01,LINO  RE,ETAMINE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/lino-re-19631-435,https://www.zimmer-rohde.com/fileadmin/_processed_/4/b/csm_19631435_92b91431ed.jpg,MUESTRA-134
19632 880,19632 880 FLEUR DE LIN RE ,3,C01N08P01,FLEUR DE LIN RE ,ETAMINE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/fleur-de-lin-re-19632-880,https://www.zimmer-rohde.com/fileadmin/_processed_/7/3/csm_19632880_d59c536b73.jpg,MUESTRA-135
19633 880,19633 880 RABANE RE ,3,C01N08P01,RABANE RE ,ETAMINE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/rabane-re-19633-880,https://www.zimmer-rohde.com/fileadmin/_processed_/5/d/csm_19633880_98882d6ee0.jpg,MUESTRA-136
19631 483,19631 483 LINO RE ,1,C01N08P01,LINO RE ,ETAMINE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/lino-re-19631-483,https://www.zimmer-rohde.com/fileadmin/_processed_/7/8/csm_19631483_52a04ecf26.jpg,MUESTRA-137
19635 880,19635 880 BLANC DE LIN RE ,3,C01N08P02,BLANC DE LIN RE ,ETAMINE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/blanc-de-lin-re-19635-880,https://www.zimmer-rohde.com/fileadmin/_processed_/3/c/csm_19635880_34836da7e6.jpg,MUESTRA-138
19636 880,19636 880 ENTRE-DEUX RE,3,C01N08P02,ENTRE-DEUX RE,ETAMINE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/entre-deux-re-19636-880,https://www.zimmer-rohde.com/fileadmin/_processed_/1/b/csm_19636880_f6b938a2a7.jpg,MUESTRA-139
19637 110,19637 110 ARTISANE ,3,C01N08P02,ARTISANE ,ETAMINE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/artisane-19637-110,https://www.zimmer-rohde.com/fileadmin/_processed_/1/2/csm_19637110_69ec41ce00.jpg,MUESTRA-140
19639 880,19639 880 PONANT,3,C01N08P02,PONANT,ETAMINE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/ponant-19639-880,https://www.zimmer-rohde.com/fileadmin/_processed_/2/0/csm_19639880_68d0afe297.jpg,MUESTRA-141
19638 335,19638 335 ROUSSETTE,3,C01N08P02,ROUSSETTE,ETAMINE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/roussette-19638-335,https://www.zimmer-rohde.com/fileadmin/_processed_/c/4/csm_19638335_7d56624cd6.jpg,MUESTRA-142
9640 835,9640 835 AUTRE PART,3,C01N08P03,AUTRE PART,ETAMINE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/autre-part-19640-835,https://www.zimmer-rohde.com/fileadmin/_processed_/a/b/csm_19640835_161e4998b4.jpg,MUESTRA-143
19641 155,19641 155 SOLAIRE,3,C01N08P03,SOLAIRE,ETAMINE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/solaire-19641-155,https://www.zimmer-rohde.com/fileadmin/_processed_/5/b/csm_19641155_24db8b9892.jpg,MUESTRA-144
19642 155,19642 155 EVASION RE,3,C01N08P03,EVASION RE,ETAMINE,TELA,,,https://www.zimmer-rohde.com/en/product-finder/details/evasion-re-19642-155,https://www.zimmer-rohde.com/fileadmin/_processed_/a/a/csm_19642155_5afa2ae9dc.jpg,MUESTRA-145
FP020001,ARNAUD PERLE,1,C02N02P01,COLLECTION NATECRU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP020-FP020001,https://static.pierrefrey.com/uploads/product/packshots/242317a7-223d-46ad-88a8-57c300b26cfd/f4Us1MKt4tN8pSBQSb2C_570x760_webp.webp,MUESTRA-146
FP021001,AELYS CHANTILLY,1,C02N02P01,COLLECTION NATECRU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP021-FP021001,https://static.pierrefrey.com/uploads/product/packshots/be92eee1-82be-4de6-8f3c-d2ce2741d27e/7gksUfX6k4e0o5Uo5IrE_760x570_webp.webp,MUESTRA-147
FP022001,PRIAM SABLE,1,C02N02P01,COLLECTION NATECRU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP022-FP022001,https://static.pierrefrey.com/uploads/product/packshots/d0889ac9-2f1c-44e1-9e1e-0b63fc366595/Q5YWnzD4SpGhEnXD39Ds_570x760_webp.webp,MUESTRA-148
FP024001,TYLER CHANTILLY,1,C02N02P01,COLLECTION NATECRU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP024-FP024001,https://static.pierrefrey.com/uploads/product/packshots/039c22c1-b946-4192-8fba-8a169b70ecd2/1EfrNNGsp1sU6AgOpN5L_760x570_webp.webp,MUESTRA-149
FP025001,ALICIA SABLE ,1,C02N02P01,COLLECTION NATECRU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP025-FP025001,https://static.pierrefrey.com/uploads/product/packshots/928129ab-356d-4f9a-a0f7-7c1e80ee312e/ahzubve79S1L7Yb9lNtQ_760x570_webp.webp,MUESTRA-150
FP030001,FELINDRA CHANTILLY,1,C02N02P01,COLLECTION NATECRU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP030-FP030001,https://static.pierrefrey.com/uploads/product/packshots/f49972fb-3f8e-490f-99e8-d92e36d3fc97/zN6XkyWSDxiaC7RFEbCG_760x570_webp.webp,MUESTRA-151
FP031001,ASTOU NEIGE,1,C02N02P01,COLLECTION NATECRU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP031-FP031001,https://static.pierrefrey.com/uploads/product/packshots/4629f832-d1b5-4e5b-910c-b1cd9fb38ec8/7fgOjGCh4DsqjGHDhtPz_760x570_webp.webp,MUESTRA-152
FP032001,NACRE,1,C02N02P01,COLLECTION NATECRU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP032-FP032001,https://static.pierrefrey.com/uploads/product/packshots/05995f93-bbc8-47a0-bc6e-12fb605bbc81/1unvKoxQI9DsUk66DFqe_760x570_webp.webp,MUESTRA-153
FP033001,AZIZ NACRE,1,C02N02P02,COLLECTION NATECRU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP033-FP033001,https://static.pierrefrey.com/uploads/product/packshots/454ad481-ccbb-4542-b121-187c6be72c31/DJ4VdqzK0fytGI4LwbGt_760x570_webp.webp,MUESTRA-154
FP034001,YELENA NEIGE,1,C02N02P02,COLLECTION NATECRU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP034-FP034001,https://static.pierrefrey.com/uploads/product/packshots/67f8951a-1e09-4d8b-9cf8-13d3b65eb2d3/esedvj41zvqMPdHjocyZ_760x570_webp.webp,MUESTRA-155
FP035001,DIEGO BEIGE,1,C02N02P02,COLLECTION NATECRU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP035-FP035001,https://static.pierrefrey.com/uploads/product/packshots/416a9178-2b13-4f53-982e-35ab39f6f657/0IJlqprZ6kUx3BOZMLBM_760x570_webp.webp,MUESTRA-156
FP036001,HEMERA NEIGE,1,C02N02P02,COLLECTION NATECRU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP036-FP036001,https://static.pierrefrey.com/uploads/product/packshots/86a21dda-1a70-4de3-ae46-57074a7a2be8/0OlO3YXz7s03ioFW0gDq_570x760_webp.webp,MUESTRA-157
FP038001,ESI NACRE,1,C02N02P02,COLLECTION NATECRU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP038-FP038001,https://static.pierrefrey.com/uploads/product/packshots/de079eed-87ef-4ad7-8e7a-992228f36f16/MvMgBucTpp9J6xBMSmda_760x570_webp.webp,MUESTRA-158
FP039001,DANAE NACRE,1,C02N02P02,COLLECTION NATECRU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP039-FP039001,https://static.pierrefrey.com/uploads/product/packshots/88adbdc0-bf52-4219-8bd3-c73b2aebcd8b/xrk2tEWDKySAiwYW9NtJ_760x570_webp.webp,MUESTRA-159
FP040001,TEODOR BLANC,1,C02N02P02,COLLECTION NATECRU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP040-FP040001,https://static.pierrefrey.com/uploads/product/packshots/9f11acd0-46b4-45f2-b2f9-8cd60ab87ed4/qXcOY8CDzz9OGHKDk6gL_760x570_webp.webp,MUESTRA-160
FP041001,NOLAN CHANTILLY,1,C02N02P02,COLLECTION NATECRU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP041-FP041001,https://static.pierrefrey.com/uploads/product/packshots/db23d83d-03b3-435d-a983-aa62e41d45b8/mRDhERxbaUVZ8lnqEav0_760x570_webp.webp,MUESTRA-161
FP043001,HANA ,1,C02N02P03,HANA ,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP043-FP043001,https://static.pierrefrey.com/uploads/product/packshots/f3a8a5d8-8e50-4e5a-9262-8389752c467a/dqKbahlDylqxAj3I6cXP_570x760_webp.webp,MUESTRA-162
FP044001,KAWACHI,1,C02N02P03,KAWACHI,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP044-FP044001,https://static.pierrefrey.com/uploads/product/packshots/5c896e41-09bc-4a13-9645-b80ab9624da6/8JQPttlH2XqTWyRHs356_570x760_webp.webp,MUESTRA-163
FP046001,ICHIKA,1,C02N02P03,ICHIKA,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP046-FP046001,https://static.pierrefrey.com/uploads/product/packshots/fd89c299-7783-462e-bb7a-b4d7a4523b14/hwVq7W8TwU0HXkOl6ysY_760x570_webp.webp,MUESTRA-164
FP047001,UKIYOE,1,C02N02P03,UKIYOE,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP047-FP047001,https://static.pierrefrey.com/uploads/product/packshots/ad66c693-f283-474d-995d-6c7bac052cea/sPntc4mpqPhi2Fm8v1oT_570x760_webp.webp,MUESTRA-165
FP048001,LES EVENTAILS,1,C02N02P03,LES EVENTAILS,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP048-FP048001,https://static.pierrefrey.com/uploads/product/packshots/a04da4f0-b247-4b0d-b0f4-2c7cfd82272e/lZrVG6KUfD3TwabkuECW_760x570_webp.webp,MUESTRA-166
FP062001,EFUTU,1,C02N02P03,EFUTU,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP062-FP062001,https://static.pierrefrey.com/uploads/product/packshots/946fb01b-d71d-49b3-a575-a41390a711eb/3WUdSsqd7RFAeLIORRsx_570x760_webp.webp,MUESTRA-167
FP064001,COSTA,1,C02N02P03,COSTA,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP064-FP064001,https://static.pierrefrey.com/uploads/product/packshots/af94de7c-5165-4de9-8a92-dad6e0438635/XgorIRkR16IcpOTofPqs_760x570_webp.webp,MUESTRA-168
FP065001,COCONUT,1,C02N02P03,COCONUT,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP065-FP065001,https://static.pierrefrey.com/uploads/product/packshots/47e604f1-84f3-4274-a569-be6296e2475b/hlDk7wvq3f0har5dFqZs_570x760_webp.webp,MUESTRA-169
FP066001,TADOBA,1,C02N02P03,TADOBA,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP066-FP066001,https://static.pierrefrey.com/uploads/product/packshots/8fcd2a5d-2e16-445d-91d2-29252293fd99/5N3QeU1By56NitSIPMNj_570x760_webp.webp,MUESTRA-170
FP067001,CASCADE SOLEIL,1,C02N02P04,CASCADE SOLEIL,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP067-FP067001,https://static.pierrefrey.com/uploads/product/packshots/2a94ca68-a170-4a18-8f4a-7f15a05f67eb/M3GRXhqYCIpPbfdaDyfv_570x760_webp.webp,MUESTRA-171
FP069001,CEYLAN,1,C02N02P04,CEYLAN,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP069-FP069001,https://static.pierrefrey.com/uploads/product/packshots/8440aa00-060c-4fe0-913d-b2bc8bb1cdcc/W49k6w9ZK3iuzPHUdcZZ_570x760_webp.webp,MUESTRA-172
FP070001,GRAPIC,1,C02N02P04,GRAPIC,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP070-FP070001,https://static.pierrefrey.com/uploads/product/packshots/56ec841c-13df-42b7-8658-441868544880/0Q5L2RAmtmLHnHYGSyRQ_570x760_webp.webp,MUESTRA-173
FP071001,CRAQUELIN OCRE,1,C02N02P04,CRAQUELIN OCRE,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP071-FP071001,https://static.pierrefrey.com/uploads/product/packshots/ba54ceb1-5cf5-40b2-be0f-b22de47e8563/bgDih9YRsOAJz0piweBV_760x570_webp.webp,MUESTRA-174
FP072001,LÁURORE BLOND,1,C02N02P04,LÁURORE BLOND,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP072-FP072001,https://static.pierrefrey.com/uploads/product/packshots/01380755-7f5b-4da2-a458-68a6410ca755/NWWj8i2O1VilVLG9G1kv_570x760_webp.webp,MUESTRA-175
FP073001,MARIA ORIGINAL ,1,C02N02P04,MARIA ORIGINAL ,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP073-FP073001,https://static.pierrefrey.com/uploads/product/packshots/f6e9fef8-8360-4c84-866c-9a4ba0238bb5/X04shOtyStNPtVwjh6Wh_570x760_webp.webp,MUESTRA-176
FP076001,KUSI TROPICAL,1,C02N02P04,KUSI TROPICAL,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP076-FP076001,https://static.pierrefrey.com/uploads/product/packshots/58d38af7-4920-4b9d-9b0c-43476d53f60b/SHa8z8tytd9MzPtMsjnM_570x760_webp.webp,MUESTRA-177
FP077001,GRANDE MARÉE,1,C02N02P04,GRANDE MARÉE,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP077-FP077001,https://static.pierrefrey.com/uploads/product/packshots/2653fc00-d226-419e-9783-7fb567926dfb/v2A9ZqUORTpAu0nlQUt5_760x570_webp.webp,MUESTRA-178
FP078001,AJOPA TERRE,4,C02N02P04,AJOPA TERRE,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP078-FP078001,https://static.pierrefrey.com/uploads/product/packshots/e64b0e2b-9a8a-49d1-a50b-0b9658f30a5c/4rrtdE1UJywTXtK6qGVE_760x570_webp.webp,MUESTRA-179
FP999001,EMILY MUTICOLORE,4,C02N02P04,EMILY MUTICOLORE,PIERRE FREY ,PAPEL TAPIZ,,,https://www.pierrefrey.com/en/products/FP999-FP999001,https://static.pierrefrey.com/uploads/product/packshots/fbe69fde-c7a9-412e-9302-929a70cd2edc/vRkNQfr2AiPHycKO8HO1_570x760_webp.webp,MUESTRA-180
F3032001,EMPREINTE,3,C02N02P05,EMPREINTE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3032001-empreinte,https://static.pierrefrey.com/uploads/product/packshots/b7db3947-e780-4bde-a5f8-55831ff18b55/6S1ySjYNiekHN03I6uPT_335x251_webp.webp,MUESTRA-181
F3167001,HANOI,2,C02N02P06,HANOI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3167001-hanoi,https://static.pierrefrey.com/uploads/product/packshots/841e2345-9e34-4ccb-922e-cd207bd703fc/dORXSoL6VUYtfiQuATxq_335x251_webp.webp,MUESTRA-182
F3167002,HANOI,2,C02N02P06,HANOI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3167002-hanoi,https://static.pierrefrey.com/uploads/product/packshots/30cd46df-7647-4900-b6ce-f7370e700780/681rP9RrqWbKDo9wjjuQ_335x251_webp.webp,MUESTRA-183
F3167003,HANOI,2,C02N02P06,HANOI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3167003-hanoi,https://static.pierrefrey.com/uploads/product/packshots/c37478d4-c096-427d-be53-33015b0acf8f/JS5wNWdQIiT1aq3kKFdv_335x251_webp.webp,MUESTRA-184
F3167004,HANOI,2,C02N02P06,HANOI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3167004-hanoi,https://static.pierrefrey.com/uploads/product/packshots/7452eeb8-f328-4848-ac82-398e6f3cf584/XnzSuA10CcjyDyQ2qXqr_335x251_webp.webp,MUESTRA-185
F3167005,HANOI,2,C02N02P06,HANOI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3167005-hanoi,https://static.pierrefrey.com/uploads/product/packshots/cc4de22b-854f-4aad-a897-ef4b8557b712/leIqlzkFMot9lkZGjuHq_335x251_webp.webp,MUESTRA-186
F3167006,HANOI,2,C02N02P06,HANOI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3167006-hanoi,https://static.pierrefrey.com/uploads/product/packshots/8cee6ae7-105b-4f8f-aa70-1741e82372c5/PjitFOGhIAjOoQ4VmTjR_335x251_webp.webp,MUESTRA-187
F3167007,HANOI,2,C02N02P06,HANOI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3167007-hanoi,https://static.pierrefrey.com/uploads/product/packshots/e2c8d586-3f8f-473f-8e28-282841ebaba2/aF1vOjvm6XAi6OC1OINf_335x251_webp.webp,MUESTRA-188
F3167008,HANOI,2,C02N02P06,HANOI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3167008-hanoi,https://static.pierrefrey.com/uploads/product/packshots/0df8c21e-8f9d-46c2-96f6-c54c87b9bf14/xwCGTSnDOAP45wk92bJh_335x251_webp.webp,MUESTRA-189
F3167009,HANOI,2,C02N02P06,HANOI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3167009-hanoi,https://static.pierrefrey.com/uploads/product/packshots/2c3ca578-84b8-444e-a950-71705547d773/3cTy5IcKs7PdyGvt2rCf_335x251_webp.webp,MUESTRA-190
F3167010,HANOI,2,C02N02P06,HANOI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3167010-hanoi,https://static.pierrefrey.com/uploads/product/packshots/6a2b2a8d-9e64-46db-88f7-fa1d128de23d/TgTtVYTFmHEaLXGKsonn_335x251_webp.webp,MUESTRA-191
F3167011,HANOI,2,C02N02P06,HANOI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3167011-hanoi,https://static.pierrefrey.com/uploads/product/packshots/a35491ee-cf62-44d1-935a-1b95da163b98/d5inhjsqt5VD65LmHU32_335x251_webp.webp,MUESTRA-192
F3212007,BOLD,2,C02N03P01,BOLD,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3212007-bold,https://static.pierrefrey.com/uploads/product/packshots/9847b125-969c-40d5-b37e-3a0b3523a5fa/MsK76P18dPldJbIzm3nn_335x251_webp.webp,MUESTRA-193
F3212006,BOLD,2,C02N03P01,BOLD,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3212006-bold,https://static.pierrefrey.com/uploads/product/packshots/650cca53-e7dc-4d21-88ab-2fd28c042c6e/3eV1qq1PbKdfqLWAUcaI_335x251_webp.webp,MUESTRA-194
F3212005,BOLD,2,C02N03P01,BOLD,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3212005-bold,https://static.pierrefrey.com/uploads/product/packshots/5c2d1793-4432-4484-ad57-7fc2484f0956/wJLhSSRdSDpRK1F84tSa_335x251_webp.webp,MUESTRA-195
F3212004,BOLD,2,C02N03P01,BOLD,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3212004-bold,https://static.pierrefrey.com/uploads/product/packshots/c0cff8db-ee86-4cf7-9886-c7ebbd54ae01/anuT4uILF1OuXUoHBCFN_335x251_webp.webp,MUESTRA-196
F3212003,BOLD,2,C02N03P01,BOLD,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3212003-bold,https://static.pierrefrey.com/uploads/product/packshots/854e1595-0431-45b5-bfbd-96a28b075878/9ZpMMniJAvR4TC7BQoy4_335x251_webp.webp,MUESTRA-197
F3212002,BOLD,2,C02N03P01,BOLD,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3212002-bold,https://static.pierrefrey.com/uploads/product/packshots/a6ca90bd-8029-402c-88af-a1ffb3964bde/OqunsCNwXtGhyq0rn9cX_335x251_webp.webp,MUESTRA-198
F3212001,BOLD,1,C02N03P01,BOLD,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3212001-bold,https://static.pierrefrey.com/uploads/product/packshots/99e6875f-17af-4290-bcbb-c8bb73975038/9NrNuYrkFvc0WCV2Xysd_335x251_webp.webp,MUESTRA-199
F3212014,BOLD,2,C02N03P02,BOLD,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3212014-bold,https://static.pierrefrey.com/uploads/product/packshots/0173d393-5c87-4693-b0d3-f24080a721e9/Vy4zuH5InyuQHPlU513M_335x251_webp.webp,MUESTRA-200
F3212013,BOLD,2,C02N03P02,BOLD,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3212013-bold,https://static.pierrefrey.com/uploads/product/packshots/01458ff2-cfd2-4d2f-9d6a-78d4e1c36655/FKJC3o3cKswH0CA3pLw5_335x251_webp.webp,MUESTRA-201
F3212012,BOLD,2,C02N03P02,BOLD,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3212012-bold,https://static.pierrefrey.com/uploads/product/packshots/45e566b4-6f38-4c6d-9551-ca66dbeeedef/J9bkfeRDKXyaduEfPwaJ_335x251_webp.webp,MUESTRA-202
